Index,Acreage_data Page,Pop_data Page,STATE/SUPERINTENDENCY,TRIBE,AGENCY,RESERVATION,YEAR,POPULATION,ACREAGE,SCHOOL,N_STUDENTS,DAY Y/N/B,BOARDING_N_ACC,DAY_N_ACC,STUDENTS_ENROLL,AVG_ATTENDANCE,N_MISSIONARIES,ARCHIVE NOTES,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 13 Day,,Y,,35,27,23,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 14 Day ,,Y,,35,19,15,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 15 Day ,,Y,,35,24,18,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 16 Day ,,Y,,35,29,24,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 17 Day,,Y,,35,23,20,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 18 Day ,,Y,,35,33,24,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 19 Day ,,Y,,35,31,25,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 20 Day,,Y,,35,21,18,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 21 Day ,,Y,,35,28,21,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 22 Day ,,Y,,35,21,17,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 23 Day,,Y,,35,26,23,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 24 Day,,Y,,35,26,23,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 25 Day ,,Y,,35,29,27,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 26 Day,,Y,,35,27,25,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 27 Day,,Y,,35,28,23,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 28 Day ,,Y,,35,24,21,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 29 Day ,,Y,,35,18,16,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 31 Day,,Y,,35,27,22,,,,
,,,South Dakota,,Pine Ridge Agency ,,1902,,,No. 32 Day,,Y,,35,25,22,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Agency Boarding,,N,168,,215,200,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,St. Francis Mission Boarding,,N,250,,234,222,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,St. Mary's Mission Boarding,,N,50,,45,42,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Black Pipe Day,,Y,,25,31,26,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Big White River Day ,,Y,,30,29,25,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Bull Creek Day ,,Y,,30,24,22,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Butte Creek Day,,Y,,29,23,19,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Corn Creek Day ,,Y,,23,30,27,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Cut Meat Creek Day ,,Y,,28,29,24,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,He Dog's Camp Day,,Y,,29,36,28,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Ironwood Creek Day ,,Y,,30,34,27,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Little Crow's Camp Day ,,Y,,28,17,16,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Little White River Day,,Y,,23,29,24,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Lower Cut Meat Creek Day,,Y,,28,28,24,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Milk's Camp Day ,,Y,,30,29,27,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Oak Creek Day ,,Y,,30,29,28,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Pine Creek Day ,,Y,,25,22,20,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Red Leaf's Camp Day ,,Y,,23,26,24,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Ring Thunder Camp Day ,,Y,,25,27,23,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Spring Creek Day ,,Y,,29,39,32,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Upper Cut Meat Creek Day ,,Y,,28,38,32,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Upper Pine Creek Day,,Y,,27,14,13,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,White Thunder Creek Day ,,Y,,27,25,22,,,,
,,,South Dakota,,Rosebud Agency ,,1902,,,Whirlwind Soldier's Camp Day ,,Y,,31,25,22,,,,
,,,South Dakota,,Sisseton Agency ,,1902,,,Sisseton Boarding,,N,100,,119,107,,,,
,,,South Dakota,,,,1902,,,Good Will Mission Boarding,,N,90,,82,70,,,,
,,,South Dakota,,Yankton Agency ,,1902,,,Yankton Boarding,,N,150,,168,148,,,,
,,,South Dakota,,Yankton Agency ,,1902,,,St. Paul's Mission Boarding,,N,50,,53,39,,,,
,,,South Dakota,,,Flandreau ,1902,,,Riggs Institute,,N,350,,460,352,,,,
,,,South Dakota,,,Pierre,1902,,,Pierre Training,,N,150,,175,152,,,,
,,,South Dakota,,,Chamberlain,1902,,,Chamberlain Training,,N,100,,114,105,,,,
,,,South Dakota,,,,1902,,,Rapid City Training,,N,100,,115,111,,,,
,,,South Dakota,,,,1902,,,"Stanley County Public Day, Independent District ",,Y,,NA,22,16,,,,
,,,Utah,,Uintah and Ouray Agency ,,1902,,,Uintah Boarding,,N,85,,56,43,,,,
,,,Utah,,Uintah and Ouray Agency ,,1902,,,Ouray Boarding,,N,80,,30,24,,,,
,,,Utah,,,,1902,,,St. George Southern Ute Boarding,,N,35,,35,25,,,,
,,,Virginia,,,,1902,,,Hampton Normal and Agricultural Institute,,N,150,,134,106,,,,
,,,Washington,,Colville Agency ,,1902,,,Colville Boarding,,N,200,,222,193,,,,
,,,Washington,,Colville Agency ,,1902,,,Colville Mission Boarding,,N,150,,67,62,,,,
,,,Washington,,,Coeur d'Alene Reservation ,1902,,,De Smet Mission Boarding,,N,150,,82,79,,,,
,,,Washington,,Neah Bay Agency ,,1902,,,Neah Bay Day ,,Y,,56,61,36,,,,
,,,Washington,,Neah Bay Agency ,,1902,,,Quileute Day ,,Y,,60,58,27,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,Puyallup Boarding,,N,175,,172,124,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,Chehalis Day,,Y,,40,25,18,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,Quinaielt Day,,Y,,30,29,18,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,Skokomish Day ,,Y,,40,40,18,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,Jamestown Day ,,Y,,30,24,15,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,Port Gamble Day,,Y,,26,23,12,,,,
,,,Washington,,Puyallup Consolidated Agency ,,1902,,,St. George's Boarding,,N,90,,87,52,,,,
,,,Washington,,Tulalup Agency ,,1902,,,Tulalip Boarding,,N,110,,85,76,,,,
,,,Washington,,Tulalup Agency ,,1902,,,Tulalip Day ,,Y,,30,16,9,,,,
,,,Washington,,Tulalup Agency ,,1902,,,Lummi Day ,,Y,,32,43,23,,,,
,,,Washington,,Tulalup Agency ,,1902,,,Swinomish Day ,,Y,,50,50,45,,,,
,,,Washington,,Tulalup Agency ,,1902,,,Port Madison Day ,,Y,,30,42,32,,,,
,,,Washington,,Yakima Agency ,,1902,,,Yakima Boarding,,N,150,,139,107,,,,
,,,Wisconsin,,Green Bay Agency ,,1902,,,Green Bay Boarding (Menominee) ,,N,140,,189,127,,,,
,,,Wisconsin,,Green Bay Agency ,,1902,,,St. Joseph's Boarding,,N,170,,175,139,,,,
,,,Wisconsin,,Green Bay Agency ,,1902,,,Stockbridge Day ,,Y,,40,41,19,,,,
,,,Wisconsin,,,Oneida Reservation ,1902,,,Oneida Boarding,,N,200,,204,194,,,,
,,,Wisconsin,,,Oneida Reservation ,1902,,,Oneida Day No. 1,,Y,,32,34,19,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Bayfield Boarding,,N,50,,53,38,,,,
,,,Wisconsin,,La Pointe Agency ,Bad River Reservation,1902,,,St. Mary's Boarding ,,N,100,,88,85,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Lac du Flambeau Boarding,,N,150,,160,152,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Grand Portage Day,,Y,,30,33,20,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Normantown Day ,,Y,,30,25,18,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Odanah Day ,,Y,,42,16,9,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Red Cliff Day ,,Y,,50,98,77,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Vermillion Lake Boarding,,N,150,,171,145,,,,
,,,Wisconsin,,La Pointe Agency ,,1902,,,Hayward Boarding,,N,150,,110,98,,,,
,,,Wisconsin,,,,1902,,,Wittenberg Boarding,,N,100,,120,106,,,,
,,,Wisconsin,,,,1902,,,Tomah Boarding,,N,225,,257,204,,,,
,,,Wisconsin,,,Ashland County ,1902,,,"Public Day, Odanah Districct No. 1",,Y,,NA,16,6,,,,
,,,Wyoming,,Shoshone Agency ,,1902,,,Wind River Boarding,,N,180,,173,159,,,,
,,,Wyoming,,Shoshone Agency ,,1902,,,St. Stephen's Boarding,,N,125,,81,66,,,,
,,,Wyoming,,Shoshone Agency ,,1902,,,Shoshoni Mission boarding,,N,20,,18,13,,,,
,,,Wyoming,,Shoshone Agency ,,1902,,,Big Wind River Day ,,Y,,21,20,16,,,,
,,,Arizona,Mohave at Fort Mohave,Under Fort Mohave School Superintendent,,1903,200,,,,,,,,,,,,
,,,Arizona,"Mohave near Needles, California",Under Fort Mohave School Superintendent,,1903,1000,,,,,,,,,,,,
,,,Arizona,Chemehuevi near Fort Mohave,Under Fort Mohave School Superintendent,,1903,75,,,,,,,,,,,,
,,,Arizona,Chemehuevi in Chemehuevi Valley ,Under Fort Mohave School Superintendent,,1903,225,,,,,,,,,,,,
,,,Arizona,White Mountain Apache,Fort Apache Agency ,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,Arizona,,Colorado River Agency,Colorado River,1903,NA,NA,Colorado River Boarding,,N,100,,120,114,,,,
,,,Arizona,Mohave on Reservation,Colorado River Agnecy ,,1903,510,,,,,,,,,,,,
,,,Arizona,,,Fort Mohave Trainging,1903,NA,NA,Fort Mohave Training,,N,200,,210,200,,,,
,,,Arizona,,,Moqui,1903,NA,NA,Moqui (Hopi) Boarding,,N,120,,186,178,,,,
,,,Arizona,,,Moqui,1903,NA,NA,Western Navaho Boarding,,N,100,,161,131,,,,
,,,Arizona,,,Moqui,1903,NA,NA,Oraibi Day ,,Y,,75,180,142,,,,
,,,Arizona,,,Moqui,1903,NA,NA,Polacco Day ,,Y,,35,47,45,,,,
,,,Arizona,,,Moqui,1903,NA,NA,Second Mesa Day ,,Y,,102,97,94,,,,
,,,Arizona,,,Walapai (Hualapai),1903,NA,NA,Truxton Canyon Boarding,,N,125,,172,150,,,,
,,,Arizona,,,Walapai (Hualapai),1903,NA,NA,Havasupai Boarding,,N,50,,71,60,,,,
,,,Arizona,,Navajo Agency,,1903,,,,,,,,,,,,,
,,,Arizona,,Navajo Agency,,1903,NA,NA,Navaho Boarding,,N,180,,218,182,,,,
,,,Arizona,,Navajo Agency,,1903,NA,NA,Little Water Boarding,,N,80,,118,90,,,,
,,,Arizona,,,Phoenix,1903,NA,NA,Phoenix Training,,N,700,,763,703,,,,
,,,Arizona,,Pima Agency,,1903,,,,,,,,,,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Pima Boarding,,N,250,,275,250,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Gila Crossing Day ,,Y,,40,49,45,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Maricopa Day,,Y,,45,39,38,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Salt River Day,,Y,,44,40,32,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,San Xavier Mission Day ,,Y,,125,116,100,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,St. John's Mission Day ,,Y,,140,152,118,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Lehi Day ,,Y,,40,32,29,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Black Water Day ,,Y,,40,34,31,,,,
,,,Arizona,,Pima Agency,,1903,NA,NA,Casa Blanca Day ,,Y,,44,47,36,,,,
,,,Arizona,,San Carlos Agency,,1903,NA,NA,San Carlos Boarding,,N,100,,132,112,,,,
,,,Arizona,,,Fort Apache,1903,NA,NA,Fort Apache Boarding,,N,70,,84,74,,,,
,,,Arizona,,,Tucson,1903,NA,NA,Tucson Boarding,,N,150,,133,127,,,,
,,,Arizona,,,Rice Station,1903,NA,NA,Rice Station Boarding,,N,200,,217,210,,,,
,,,California,,,Fort Yuma,1903,NA,NA,Yuma Boarding,,N,180,,137,129,,,,
,,,California,,,Hupa Valley,1903,NA,NA,Hupa Valley Boarding,,N,160,,133,114,,,,
,,,California,,Mission Tule River Agency,,1903,,,,,,,,,,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Agua Caliente Day ,,Y,,28,20,11,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Capitan Grande Day ,,Y,,30,13,7,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Coahuilla Day,,Y,,24,15,10,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,La Jolla Day ,,Y,,30,23,14,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Martinez Day,,Y,,28,21,14,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Mesa Grande Day,,Y,,24,24,10,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Pechanga Day,,Y,,32,26,15,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Potrero Day,,Y,,28,22,10,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Rincon Day,,Y,,25,28,22,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Saboba Day,,Y,,32,23,17,,,,
,,,California,,Mission Tule River Agency,,1903,NA,NA,Tule River Day,,Y,,34,24,9,,,,
,,,California,,,Perris,1903,NA,NA,Perris Training,,N,100,,112,107,,,,
,,,California,,,Greenville,1903,NA,NA,Greenville Training,,N,90,,84,75,,,,
,,,California,,,Fort Bidwell,1903,NA,NA,Fort Bidwell Training,,N,100,,53,39,,,,
,,,California,,,,1903,NA,NA,Big Pine Day,,Y,,30,36,19,,,,
,,,California,,,,1903,NA,NA,Bishop Day ,,Y,,60,53,35,,,,
,,,California,,,,1903,NA,NA,Independence Day,,Y,,28,21,14,,,,
,,,California,,,,1903,NA,NA,Manchester Day,,Y,,40,20,10,,,,
,,,California,,,,1903,NA,NA,Potter Valley Day,,Y,,50,35,23,,,,
,,,California,,,,1903,NA,NA,Ukiah Day ,,Y,,24,22,9,,,,
,,,California,,,,1903,NA,NA,Upper Lake Day ,,Y,,30,19,11,,,,
,,,California,,,Round Valley,1903,NA,NA,Round Valley Boarding,,N,125,,117,108,,,,
,,,California,,,San Diego,1903,NA,NA,San Diego Industrial Boarding,,N,150,,90,86,,,,
,,,California,,,Banning,1903,NA,NA,St. Boniface's Boarding,,N,150,,148,121,,,,
,,,California,,,Kelseyveille,1903,NA,NA,St. Turibius Day,,Y,,20,10,6,,,,
,,,California,,,,1903,NA,NA,Riverside Training,,N,300,,389,337,,,,
,,,Colorado,,,Grand Junction ,1903,NA,NA,Grand Junction Training,,N,200,,166,147,,,,
,,,Colorado,,,Fort Lewis,1903,NA,NA,Fort Lewis Training,,N,300,,136,118,,,,
,,,Colorado,,Southern Ute Agency,,1903, ,,Southern Ute Boarding,,N,70,,72,57,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,Idaho,,Fort Hall Agency,,1903,,,Fort Hall Boarding,,N,150,,167,159,,,,
,,,Idaho,,,Lemhi Reserve,1903,NA,NA,Lemhi Boarding,,N,40,,78,68,,,,
,,,Idaho,,,Fort Lapwai ,1903,NA,NA,Fort Lapwai Boarding,,N,150,,160,123,,,,
,,,Idaho,,,Bingham County ,1903,NA,NA,"Bingham County Public Day, District No. 24",,Y,,NA,4,4,,,,
,,,Indian Territory,,Quapaw Agency,,1903,,,Seneca Training,,N,120,,155,137,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,Iowa,,Sox and Fox Agency,,1903,,,Sauk and Fox Boarding,,N,80,,91,72,,,,
,,,Kansas,,,Potawatomi,1903,NA,NA,Potawatomi Boarding,,N,80,,101,79,,,,
,,,Kansas,,,Kickapoo,1903,NA,NA,Kickapoo Boarding,,N,60,,70,52,,,,
,,,Kansas,,,Kickapoo,1903,NA,NA,Great Nemaha Day,,Y,,30,22,11,,,,
,,,Kansas,,,Kickapoo,1903,NA,NA,Sauk and Fox Day,,Y,,33,23,13,,,,
,,,Kansas,,,Lawrence,1903,NA,NA,Haskell Institute,,N,700,,814,762,,,,
,,,Michigan,,,Baraga,1903,NA,NA,Chippewa Boarding,,N,140,,14,14,,,,
,,,Michigan,,,,1903,NA,NA,Bay Mills Day,,Y,,50,29,20,,,,
,,,Michigan,,,,1903,NA,NA,Harbor Springs Boarding,,N,200,,109,104,,,,
,,,Michigan,,,Isabella County ,1903,NA,NA,"Isabella County Public Day, fractional district No. 1",,Y,,NA,15,6,,,,
,,,Michigan,,,Lapeer County,1903,NA,NA,"Public Day, District No. 9",,Y,,NA,4,3,,,,
,,,Michigan,,,,1903,NA,NA,Mount Pleasant Training,,N,300,,326,286,,,,
,,,Minnesota,,,,1903,NA,NA,Morris Training,,N,160,,202,163,,,,
,,,Minnesota,,,,1903,NA,NA,Pipestone Training,,N,200,,143,132,,,,
,,,Minnesota,,White Earth Agency,,1903,,,,,,,,,,,,,
,,,Minnesota,,White Earth Agency,,1903,NA,NA,White Earth Boarding,,N,134,,145,131,,,,
,,,Minnesota,,White Earth Agency,,1903,NA,NA,White Earth Day,,Y,,40,40,24,,,,
,,,Minnesota,,White Earth Agency,,1903,NA,NA,Pine Point Boarding,,N,75,,81,64,,,,
,,,Minnesota,,White Earth Agency,,1903,NA,NA,Wild Rice River Boarding,,N,65,,93,77 + 9,students: 14 day students according to record. ,,,
,,,Minnesota,,White Earth Agency,,1903,NA,NA,St. Benedict's Orphan Mission Boarding,,N,150,,101,99,,,,
,,,Minnesota,,Leech Lake Agency,,1903,,,,,,,,,,,,,
,,,Minnesota,,Leech Lake Agency,,1903,NA,NA,Bena Boarding,,N,40,,57,48,,,,
,,,Minnesota,,Leech Lake Agency,,1903,NA,NA,Cass Lake Boarding,,N,40,,53,41,,,,
,,,Minnesota,,Leech Lake Agency,,1903,NA,NA,Cross Lake Boarding,,N,40,,60,42,,,,
,,,Minnesota,,Leech Lake Agency,,1903,NA,NA,Leech Lake Boarding,,N,60,,85,76,,,,
,,,Minnesota,,Leech Lake Agency,,1903,NA,NA,Red Lake Boarding,,N,100,,93,77,,,,
,,,Minnesota,,Leech Lake Agency,,1903,NA,NA,"St. Mary's Mission Boarding, Red Lake",,N,80,,71,62,,,,
,,,Minnesota,,,Birch Cooley,1903,NA,NA,Birch Cooley Day,,Y,,36,34,20,,,,
,,,Montana,,,Fort Shaw,1903,NA,NA,Fort Shaw Training,,N,300,,335,294,,,,
,,,Montana,,Blackfeet Agency,,1903,NA,NA,Blackfeet Boarding,,N,60,,69,54,,,,
,,,Montana,,Blackfeet Agency,,1903,NA,NA,Holy Family Mission Boarding,,N,150,,69,62,,,,
,,,Montana,,Crow Agency,,1903,NA,NA,Crow Boarding,,N,150,,169,167,,,,
,,,Montana,,Crow Agency,,1903,NA,NA,Pryor Creek Boarding,,N,50,,59,57,,,,
,,,Montana,,Crow Agency,,1903,NA,NA,St. Xavier's Mission Boarding,,N,150,,68,64,,,,
,,,Montana,,Flathead Agency,,1903,NA,NA,Flathead Boarding,,N,45,,48,38,,,,
,,,Montana,,Flathead Agency,,1903,NA,NA,St. Ignatius Mission Boarding,,N,400,,192,172,,,,
,,,Montana,,Fort Belknap,,1903,NA,NA,Fort Belknap Boarding,,N,130,,108,99,,,,
,,,Montana,,Fort Belknap,,1903,NA,NA,St. Paul's Boarding,,N,250,,88,86,,,,
,,,Montana,,Fort Peck Agency,,1903,NA,NA,Fort Peck Boarding,,N,200,,220,200,,,,
,,,Montana,,Fort Peck Agency,,1903,NA,NA,Wolf Point Mission Boarding and Day,,B,30,,25,21 + 2,,students: 2 day pupils,,
,,,Montana,,Tongue River Agency,,1903,NA,NA,Tongue River Day,,Y,,32,28,19,,,,
,,,Montana,,Tongue River Agency,,1903,NA,NA,St. Labre's Mission Boarding,,N,65,,56,53,,,,
,,,Nebraska,,Omaha and Winnebago Agency,,1903,,,,,,,,,,,,,
,,,Nebraska,,Omaha and Winnebago Agency,,1903,NA,NA,Omaha Boarding,,N,54,,87,74,,,,
,,,Nebraska,,Omaha and Winnebago Agency,,1903,NA,NA,Winnebago Boarding,,N,90,,105,91,,,,
,,,Nebraska,,,Thurston County,1903,NA,NA,"Public Day, District No. 1",,Y,,NA,26,12,,,,
,,,Nebraska,,,Thurston County,1903,NA,NA,"Public Day, District No. 14",,Y,,NA,13,8,,,,
,,,Nebraska,,,Thurston County,1903,NA,NA,"Public Day, District No. 16",,Y,,NA,8,2,,,,
,,,Nebraska,,,Thurston County,1903,NA,NA,"Public Day, District No. 17",,Y,,NA,21,8,,,,
,,,Nebraska,,,Thurston County,1903,NA,NA,"Public Day, District No. 18",,Y,,NA,14,8,,,,
,,,Nebraska,,,Knox County ,1903,NA,NA,"Public Day, District No. 36",,Y,,NA,22,12,,,,
,,,Nebraska,,Santee Agency,Santee,1903,NA,NA,Santee Boarding,,N,80,,103,74,,,,
,,,Nebraska,,,Santee,1903,NA,NA,Springfield Boarding,,N,55,,69,60,,,,
,,,Nebraska,,,Santee,1903,NA,NA,Ponca Day,,Y,,35,21,13,,,,
,,,Nebraska,,,Santee,1903,NA,NA,Santee Normal Traning,,N,125,,88,77+8,,students: 14 day pupils according to records,,
,,,Nebraska,,,Genoa,1903,NA,NA,Genoa Training,,N,325,,320,310,,,,
,,,Nevada,,,Nevada,1903,NA,NA,Nevada Training,,N,80,,64,58,,,,
,,,Nevada,,,Carson,1903,NA,NA,Carson Training,,N,200,,235,219,,,,
,,,Nevada,,,Walker River,1903,NA,NA,Walker River Reservation Day,,Y,,36,29,23,,,,
,,,Nevada,,Western Shoshones Agency,,1903,NA,NA,Western Shoshone Boarding,,N,60,,57,53,,,,
,,,New Mexico,,,Albuquerque,1903,NA,NA,Albuquerque Training,,N,300,,380,286,,,,
,,,New Mexico,,Mescalero Agency,,1903,NA,NA,Mescalero Boarding,,N,110,,112,100,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Acoma,1903,NA,NA,Acoma Day,,Y,,50,33,15,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Isleta,1903,NA,NA,Isleta Day,,Y,,50,64,37,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Laguna,1903,NA,NA,Laguna Day,,Y,,40,39,29,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Pahuate,1903,NA,NA,Pahuate Day,,Y,,30,37,23,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Paraje,1903,NA,NA,Paraje Day,,Y,,20,22,18,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,San Felipe,1903,NA,NA,San Felipe Day,,Y,,70,63,41,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Santa Ana,1903,NA,NA,Santa Ana,,Y,,18,19,16,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Seoma,1903,NA,NA,Seoma Day,,Y,,40,30,24,,,,
,,,New Mexico,,Pueblo Under Albuquerque Superintendent,Zuni,1903,NA,NA,Zuni Boarding,,N,50,,101,49,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,Cochiti,1903,NA,NA,Cochiti Day,,Y,,30,24,16,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Jemez Day,,Y,,35,49,30,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Nambe Day,,Y,,29,23,16,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Picuris Day,,Y,,16,13,9,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,San Ildefonso Day,,Y,,21,22,18,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,San Juan ,,Y,,32,28,19,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Santa Clara,,Y,,30,52,34,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Santo Domingo ,,Y,,30,39,15,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Sia ,,Y,,30,24,19,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Taos,,Y,,32,59,40,,,,
,,,New Mexico,,Pueblo Under Santa Fe Superintendent,,1903,NA,NA,Tesuque,,Y,,20,4,4,,,,
,,,New Mexico,,,Santa Fe,1903,NA,NA,Santa Fe Training,,N,300,,365,333,,,,
,,,New Mexico,,,Barnalillo ,1903,NA,NA,Barnalillo Boarding,,N,125,,71,67,,,,
,,,New Mexico,,,Santa Fe,1903,NA,NA,St. Catherine's Boarding,,N,150,,153,145,,,,
,,,New Mexico,,,,1903,NA,NA,Jicarilla Day,,Y,,25,26,21,,,,
,,,North Carolina,,Eastern Cherokee,Eastern Cherokee,1903,NA,NA,Cherokee Boarding,,N,150,,158,140,,,,
,,,North Dakota,,Devil's Lake Agency,,1903,NA,NA,,,,,,,,,,,
,,,North Dakota,,Devil's Lake Agency,,1903,NA,NA,Fort Totten Boarding,,N,350,,355,317,,,,
,,,North Dakota,,Devil's Lake Agency,,1903,NA,NA,Turtle Mountain Boarding,,N,150,,96,79,,,,
,,,North Dakota,,Devil's Lake Agency,,1903,NA,NA,Turtle Mountain Day No. 2,,Y,,40,50,22,,,,
,,,North Dakota,,Devil's Lake Agency,,1903,NA,NA,Turtle Mountain Day No. 3,,Y,,40,51,24,,,,
,,,North Dakota,,Devil's Lake Agency,,1903,NA,NA,Waanatan Day,,Y,,32,37,22,,,,
,,,North Dakota,,Fort Berthold Agency,,1903,NA,NA,Fort Berthold Boarding,,N,80,,104,84,,,,
,,,North Dakota,,Fort Berthold Agency,,1903,NA,NA,No. 1 Day,,Y,,40,25,22,,,,
,,,North Dakota,,Fort Berthold Agency,,1903,NA,NA,No. 2 Day ,,Y,,50,20,15,,,,
,,,North Dakota,,Fort Berthold Agency,,1903,NA,NA,No. 3 Day,,Y,,46,34,30,,,,
