year,STUSPS,ceded_acres,cumulative_ceded,total_acres_2021,prop_ceded
1860,NM,150485.47459554047,150485.47459554047,78387363.33292463,0.001919767015971729
1861,NM,0,150485.47459554047,78387363.33292463,0.001919767015971729
1863,NM,0,150485.47459554047,78387363.33292463,0.001919767015971729
1864,NM,1428120.3186214056,1578605.793216946,78387363.33292463,0.020138523941828933
1865,NM,16332375.50980177,17910981.303018715,78387363.33292463,0.2284932231608262
1866,NM,0,17910981.303018715,78387363.33292463,0.2284932231608262
1867,NM,0,17910981.303018715,78387363.33292463,0.2284932231608262
1868,NM,14256770.87383582,32167752.176854536,78387363.33292463,0.4103691055436136
1869,NM,0,32167752.176854536,78387363.33292463,0.4103691055436136
1870,NM,0,32167752.176854536,78387363.33292463,0.4103691055436136
1871,NM,426023.13460496,32593775.311459497,78387363.33292463,0.41580395009624344
1872,NM,0,32593775.311459497,78387363.33292463,0.41580395009624344
1873,NM,1446634.233457053,34040409.54491655,78387363.33292463,0.43425889196376033
1874,NM,543666.367668963,34584075.91258551,78387363.33292463,0.4411945298593727
1875,NM,358484.1357356702,34942560.04832118,78387363.33292463,0.4457677687143795
1876,NM,0,34942560.04832118,78387363.33292463,0.4457677687143795
1877,NM,256652.87237864226,35199212.92069982,78387363.33292463,0.4490419300264342
1878,NM,376.436034880131,35199589.3567347,78387363.33292463,0.4490467322805078
1879,NM,0,35199589.3567347,78387363.33292463,0.4490467322805078
1880,NM,1200226.835359573,36399816.192094274,78387363.33292463,0.46435821597287286
1881,NM,0,36399816.192094274,78387363.33292463,0.46435821597287286
1882,NM,0,36399816.192094274,78387363.33292463,0.46435821597287286
1883,NM,0,36399816.192094274,78387363.33292463,0.46435821597287286
1884,NM,48182.03460476763,36447998.22669904,78387363.33292463,0.4649728818138469
1886,NM,66316274.38166076,102764272.6083598,78387363.33292463,1
1887,NM,118083.80838832696,102882356.41674812,78387363.33292463,1
1888,NM,0,102882356.41674812,78387363.33292463,1
1889,NM,0,102882356.41674812,78387363.33292463,1
1890,NM,0,102882356.41674812,78387363.33292463,1
1891,NM,0,102882356.41674812,78387363.33292463,1
1892,NM,0,102882356.41674812,78387363.33292463,1
1893,NM,0,102882356.41674812,78387363.33292463,1
1784,NV,0,0,70828622.68166265,0
1785,NV,0,0,70828622.68166265,0
1788,NV,0,0,70828622.68166265,0
1790,NV,0,0,70828622.68166265,0
1791,NV,0,0,70828622.68166265,0
1794,NV,0,0,70828622.68166265,0
1795,NV,0,0,70828622.68166265,0
1796,NV,0,0,70828622.68166265,0
1797,NV,0,0,70828622.68166265,0
1798,NV,0,0,70828622.68166265,0
1801,NV,0,0,70828622.68166265,0
1802,NV,0,0,70828622.68166265,0
1803,NV,0,0,70828622.68166265,0
1804,NV,0,0,70828622.68166265,0
1805,NV,0,0,70828622.68166265,0
1806,NV,0,0,70828622.68166265,0
1807,NV,0,0,70828622.68166265,0
1808,NV,0,0,70828622.68166265,0
1809,NV,0,0,70828622.68166265,0
1814,NV,0,0,70828622.68166265,0
1816,NV,0,0,70828622.68166265,0
1817,NV,0,0,70828622.68166265,0
1818,NV,0,0,70828622.68166265,0
1819,NV,0,0,70828622.68166265,0
1820,NV,0,0,70828622.68166265,0
1821,NV,0,0,70828622.68166265,0
1823,NV,0,0,70828622.68166265,0
1824,NV,0,0,70828622.68166265,0
1825,NV,0,0,70828622.68166265,0
1826,NV,0,0,70828622.68166265,0
1827,NV,0,0,70828622.68166265,0
1828,NV,0,0,70828622.68166265,0
1829,NV,0,0,70828622.68166265,0
1830,NV,0,0,70828622.68166265,0
1831,NV,0,0,70828622.68166265,0
1832,NV,0,0,70828622.68166265,0
1833,NV,0,0,70828622.68166265,0
1835,NV,0,0,70828622.68166265,0
1836,NV,0,0,70828622.68166265,0
1837,NV,0,0,70828622.68166265,0
1838,NV,0,0,70828622.68166265,0
1839,NV,0,0,70828622.68166265,0
1842,NV,0,0,70828622.68166265,0
1846,NV,0,0,70828622.68166265,0
1847,NV,0,0,70828622.68166265,0
1848,NV,0,0,70828622.68166265,0
1851,NV,0,0,70828622.68166265,0
1852,NV,0,0,70828622.68166265,0
1853,NV,0,0,70828622.68166265,0
1854,NV,0,0,70828622.68166265,0
1855,NV,0,0,70828622.68166265,0
1856,NV,0,0,70828622.68166265,0
1857,NV,0,0,70828622.68166265,0
1858,NV,0,0,70828622.68166265,0
1859,NV,27208.309025556035,27208.309025556035,70828622.68166265,3.841428506642442e-4
1860,NV,0,27208.309025556035,70828622.68166265,3.841428506642442e-4
1861,NV,1769755.9338911702,1796964.2429167263,70828622.68166265,0.025370594187509955
1863,NV,37647408.58365974,39444372.826576464,70828622.68166265,0.5568987696380621
1864,NV,15978.004645812332,39460350.83122227,70828622.68166265,0.5571243564706286
1865,NV,1201166.647575043,40661517.47879732,70828622.68166265,0.5740831310746987
1866,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1867,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1868,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1869,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1870,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1871,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1872,NV,0,40661517.47879732,70828622.68166265,0.5740831310746987
1873,NV,2249509.8393463623,42911027.31814368,70828622.68166265,0.6058430291805355
1874,NV,30817437.60390137,73728464.92204505,70828622.68166265,1
1875,NV,3009.749608332701,73731474.67165339,70828622.68166265,1
1876,NV,0,73731474.67165339,70828622.68166265,1
1877,NV,129240.33230326706,73860715.00395666,70828622.68166265,1
1878,NV,0,73860715.00395666,70828622.68166265,1
1879,NV,0,73860715.00395666,70828622.68166265,1
1880,NV,0,73860715.00395666,70828622.68166265,1
1881,NV,0,73860715.00395666,70828622.68166265,1
1882,NV,0,73860715.00395666,70828622.68166265,1
1883,NV,0,73860715.00395666,70828622.68166265,1
1884,NV,0,73860715.00395666,70828622.68166265,1
1886,NV,22358.00397923307,73883073.0079359,70828622.68166265,1
1887,NV,0,73883073.0079359,70828622.68166265,1
1888,NV,0,73883073.0079359,70828622.68166265,1
1889,NV,0,73883073.0079359,70828622.68166265,1
1890,NV,0,73883073.0079359,70828622.68166265,1
1891,NV,0,73883073.0079359,70828622.68166265,1
1892,NV,0,73883073.0079359,70828622.68166265,1
1893,NV,0,73883073.0079359,70828622.68166265,1
1784,NY,80382.90298472255,80382.90298472255,31532399.51834436,0.002549216178044389
1785,NY,0,80382.90298472255,31532399.51834436,0.002549216178044389
1788,NY,0,80382.90298472255,31532399.51834436,0.002549216178044389
1790,NY,0,80382.90298472255,31532399.51834436,0.002549216178044389
1791,NY,0,80382.90298472255,31532399.51834436,0.002549216178044389
1794,NY,166096.0741086527,246478.97709337526,31532399.51834436,0.007816689527543982
1795,NY,27286200.095951296,27532679.073044673,31532399.51834436,0.8731552147506947
1796,NY,22697.885259082184,27555376.958303753,31532399.51834436,0.8738750421538035
1797,NY,4249981.405522542,31805358.363826297,31532399.51834436,1
1798,NY,0,31805358.363826297,31532399.51834436,1
1801,NY,0,31805358.363826297,31532399.51834436,1
1802,NY,28632.006777842704,31833990.37060414,31532399.51834436,1
1803,NY,0,31833990.37060414,31532399.51834436,1
1804,NY,0,31833990.37060414,31532399.51834436,1
1805,NY,0,31833990.37060414,31532399.51834436,1
1806,NY,0,31833990.37060414,31532399.51834436,1
1807,NY,0,31833990.37060414,31532399.51834436,1
1808,NY,0,31833990.37060414,31532399.51834436,1
1809,NY,0,31833990.37060414,31532399.51834436,1
1814,NY,0,31833990.37060414,31532399.51834436,1
1816,NY,0,31833990.37060414,31532399.51834436,1
1817,NY,0,31833990.37060414,31532399.51834436,1
1818,NY,0,31833990.37060414,31532399.51834436,1
1819,NY,0,31833990.37060414,31532399.51834436,1
1820,NY,0,31833990.37060414,31532399.51834436,1
1821,NY,0,31833990.37060414,31532399.51834436,1
1823,NY,0,31833990.37060414,31532399.51834436,1
1824,NY,0,31833990.37060414,31532399.51834436,1
1825,NY,0,31833990.37060414,31532399.51834436,1
1826,NY,0,31833990.37060414,31532399.51834436,1
1827,NY,0,31833990.37060414,31532399.51834436,1
1828,NY,0,31833990.37060414,31532399.51834436,1
1829,NY,0,31833990.37060414,31532399.51834436,1
1830,NY,0,31833990.37060414,31532399.51834436,1
1831,NY,0,31833990.37060414,31532399.51834436,1
1832,NY,0,31833990.37060414,31532399.51834436,1
1833,NY,0,31833990.37060414,31532399.51834436,1
1835,NY,0,31833990.37060414,31532399.51834436,1
1836,NY,0,31833990.37060414,31532399.51834436,1
1837,NY,0,31833990.37060414,31532399.51834436,1
1838,NY,849.1987289663406,31834839.569333106,31532399.51834436,1
1839,NY,0,31834839.569333106,31532399.51834436,1
1842,NY,0,31834839.569333106,31532399.51834436,1
1846,NY,0,31834839.569333106,31532399.51834436,1
1847,NY,0,31834839.569333106,31532399.51834436,1
1848,NY,0,31834839.569333106,31532399.51834436,1
1851,NY,0,31834839.569333106,31532399.51834436,1
1852,NY,0,31834839.569333106,31532399.51834436,1
1853,NY,0,31834839.569333106,31532399.51834436,1
1854,NY,0,31834839.569333106,31532399.51834436,1
1855,NY,0,31834839.569333106,31532399.51834436,1
1856,NY,0,31834839.569333106,31532399.51834436,1
1857,NY,0,31834839.569333106,31532399.51834436,1
1858,NY,0,31834839.569333106,31532399.51834436,1
1859,NY,0,31834839.569333106,31532399.51834436,1
1860,NY,0,31834839.569333106,31532399.51834436,1
1861,NY,0,31834839.569333106,31532399.51834436,1
1863,NY,0,31834839.569333106,31532399.51834436,1
1864,NY,0,31834839.569333106,31532399.51834436,1
1865,NY,0,31834839.569333106,31532399.51834436,1
1866,NY,0,31834839.569333106,31532399.51834436,1
1867,NY,0,31834839.569333106,31532399.51834436,1
1868,NY,0,31834839.569333106,31532399.51834436,1
1869,NY,0,31834839.569333106,31532399.51834436,1
1870,NY,0,31834839.569333106,31532399.51834436,1
1871,NY,0,31834839.569333106,31532399.51834436,1
1872,NY,0,31834839.569333106,31532399.51834436,1
1873,NY,0,31834839.569333106,31532399.51834436,1
1874,NY,0,31834839.569333106,31532399.51834436,1
1875,NY,0,31834839.569333106,31532399.51834436,1
1876,NY,0,31834839.569333106,31532399.51834436,1
1877,NY,0,31834839.569333106,31532399.51834436,1
1878,NY,0,31834839.569333106,31532399.51834436,1
1879,NY,0,31834839.569333106,31532399.51834436,1
1880,NY,0,31834839.569333106,31532399.51834436,1
1881,NY,0,31834839.569333106,31532399.51834436,1
1882,NY,0,31834839.569333106,31532399.51834436,1
1883,NY,0,31834839.569333106,31532399.51834436,1
1884,NY,0,31834839.569333106,31532399.51834436,1
1886,NY,0,31834839.569333106,31532399.51834436,1
1887,NY,0,31834839.569333106,31532399.51834436,1
1888,NY,0,31834839.569333106,31532399.51834436,1
1889,NY,0,31834839.569333106,31532399.51834436,1
1890,NY,0,31834839.569333106,31532399.51834436,1
1891,NY,0,31834839.569333106,31532399.51834436,1
1892,NY,0,31834839.569333106,31532399.51834436,1
1893,NY,0,31834839.569333106,31532399.51834436,1
1784,OH,6488.169611542896,6488.169611542896,26424086.475493707,2.455399779878926e-4
1785,OH,0,6488.169611542896,26424086.475493707,2.455399779878926e-4
1788,OH,19862.639333721643,26350.80894526454,26424086.475493707,9.972268660906358e-4
1790,OH,0,26350.80894526454,26424086.475493707,9.972268660906358e-4
1791,OH,0,26350.80894526454,26424086.475493707,9.972268660906358e-4
1794,OH,0,26350.80894526454,26424086.475493707,9.972268660906358e-4
1795,OH,17916786.587620813,17943137.396566078,26424086.475493707,0.6790447576383368
1796,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1797,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1798,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1801,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1802,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1803,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1804,OH,0,17943137.396566078,26424086.475493707,0.6790447576383368
1805,OH,2651503.980240933,20594641.37680701,26424086.475493707,0.7793889637739018
1806,OH,0,20594641.37680701,26424086.475493707,0.7793889637739018
1807,OH,627747.3135652608,21222388.690372273,26424086.475493707,0.8031455963502994
1808,OH,52249.139602521704,21274637.829974797,26424086.475493707,0.8051229263764852
1809,OH,0,21274637.829974797,26424086.475493707,0.8051229263764852
1814,OH,0,21274637.829974797,26424086.475493707,0.8051229263764852
1816,OH,0,21274637.829974797,26424086.475493707,0.8051229263764852
1817,OH,5304399.6044365615,26579037.434411358,26424086.475493707,1
1818,OH,305112.9332079186,26884150.367619276,26424086.475493707,1
1819,OH,0,26884150.367619276,26424086.475493707,1
1820,OH,0,26884150.367619276,26424086.475493707,1
1821,OH,660.1866023792317,26884810.554221656,26424086.475493707,1
1823,OH,0,26884810.554221656,26424086.475493707,1
1824,OH,0,26884810.554221656,26424086.475493707,1
1825,OH,0,26884810.554221656,26424086.475493707,1
1826,OH,0,26884810.554221656,26424086.475493707,1
1827,OH,0,26884810.554221656,26424086.475493707,1
1828,OH,0,26884810.554221656,26424086.475493707,1
1829,OH,0,26884810.554221656,26424086.475493707,1
1830,OH,0,26884810.554221656,26424086.475493707,1
1831,OH,0,26884810.554221656,26424086.475493707,1
1832,OH,0,26884810.554221656,26424086.475493707,1
1833,OH,0,26884810.554221656,26424086.475493707,1
1835,OH,0,26884810.554221656,26424086.475493707,1
1836,OH,0,26884810.554221656,26424086.475493707,1
1837,OH,0,26884810.554221656,26424086.475493707,1
1838,OH,0,26884810.554221656,26424086.475493707,1
1839,OH,0,26884810.554221656,26424086.475493707,1
1842,OH,0,26884810.554221656,26424086.475493707,1
1846,OH,0,26884810.554221656,26424086.475493707,1
1847,OH,0,26884810.554221656,26424086.475493707,1
1848,OH,0,26884810.554221656,26424086.475493707,1
1851,OH,0,26884810.554221656,26424086.475493707,1
1852,OH,0,26884810.554221656,26424086.475493707,1
1853,OH,0,26884810.554221656,26424086.475493707,1
1854,OH,0,26884810.554221656,26424086.475493707,1
1855,OH,0,26884810.554221656,26424086.475493707,1
1856,OH,0,26884810.554221656,26424086.475493707,1
1857,OH,0,26884810.554221656,26424086.475493707,1
1858,OH,0,26884810.554221656,26424086.475493707,1
1859,OH,0,26884810.554221656,26424086.475493707,1
1860,OH,0,26884810.554221656,26424086.475493707,1
1861,OH,0,26884810.554221656,26424086.475493707,1
1863,OH,0,26884810.554221656,26424086.475493707,1
1864,OH,0,26884810.554221656,26424086.475493707,1
1865,OH,0,26884810.554221656,26424086.475493707,1
1866,OH,0,26884810.554221656,26424086.475493707,1
1867,OH,0,26884810.554221656,26424086.475493707,1
1868,OH,0,26884810.554221656,26424086.475493707,1
1869,OH,0,26884810.554221656,26424086.475493707,1
1870,OH,0,26884810.554221656,26424086.475493707,1
1871,OH,0,26884810.554221656,26424086.475493707,1
1872,OH,0,26884810.554221656,26424086.475493707,1
1873,OH,0,26884810.554221656,26424086.475493707,1
1874,OH,0,26884810.554221656,26424086.475493707,1
1875,OH,0,26884810.554221656,26424086.475493707,1
1876,OH,0,26884810.554221656,26424086.475493707,1
1877,OH,0,26884810.554221656,26424086.475493707,1
1878,OH,0,26884810.554221656,26424086.475493707,1
1879,OH,0,26884810.554221656,26424086.475493707,1
1880,OH,0,26884810.554221656,26424086.475493707,1
1881,OH,0,26884810.554221656,26424086.475493707,1
1882,OH,0,26884810.554221656,26424086.475493707,1
1883,OH,0,26884810.554221656,26424086.475493707,1
1884,OH,0,26884810.554221656,26424086.475493707,1
1886,OH,0,26884810.554221656,26424086.475493707,1
1887,OH,0,26884810.554221656,26424086.475493707,1
1888,OH,0,26884810.554221656,26424086.475493707,1
1889,OH,0,26884810.554221656,26424086.475493707,1
1890,OH,0,26884810.554221656,26424086.475493707,1
1891,OH,0,26884810.554221656,26424086.475493707,1
1892,OH,0,26884810.554221656,26424086.475493707,1
1893,OH,0,26884810.554221656,26424086.475493707,1
1784,OK,0,0,44915471.700843416,0
1785,OK,0,0,44915471.700843416,0
1788,OK,0,0,44915471.700843416,0
1790,OK,0,0,44915471.700843416,0
1791,OK,0,0,44915471.700843416,0
1794,OK,0,0,44915471.700843416,0
1795,OK,0,0,44915471.700843416,0
1796,OK,0,0,44915471.700843416,0
1797,OK,0,0,44915471.700843416,0
1798,OK,0,0,44915471.700843416,0
1801,OK,0,0,44915471.700843416,0
1802,OK,0,0,44915471.700843416,0
1803,OK,0,0,44915471.700843416,0
1804,OK,0,0,44915471.700843416,0
1805,OK,0,0,44915471.700843416,0
1806,OK,0,0,44915471.700843416,0
1807,OK,0,0,44915471.700843416,0
1808,OK,0,0,44915471.700843416,0
1809,OK,0,0,44915471.700843416,0
1814,OK,0,0,44915471.700843416,0
1816,OK,0,0,44915471.700843416,0
1817,OK,0,0,44915471.700843416,0
1818,OK,20604112.508714814,20604112.508714814,44915471.700843416,0.45873084993846147
1819,OK,0,20604112.508714814,44915471.700843416,0.45873084993846147
1820,OK,0,20604112.508714814,44915471.700843416,0.45873084993846147
1821,OK,0,20604112.508714814,44915471.700843416,0.45873084993846147
1823,OK,0,20604112.508714814,44915471.700843416,0.45873084993846147
1824,OK,0,20604112.508714814,44915471.700843416,0.45873084993846147
1825,OK,20267563.28311471,40871675.79182953,44915471.700843416,0.9099687533964392
1826,OK,0,40871675.79182953,44915471.700843416,0.9099687533964392
1827,OK,17923.164734037255,40889598.95656356,44915471.700843416,0.9103677955094424
1828,OK,0,40889598.95656356,44915471.700843416,0.9103677955094424
1829,OK,0,40889598.95656356,44915471.700843416,0.9103677955094424
1830,OK,0,40889598.95656356,44915471.700843416,0.9103677955094424
1831,OK,0,40889598.95656356,44915471.700843416,0.9103677955094424
1832,OK,150693.66410141016,41040292.62066497,44915471.700843416,0.9137228457492593
1833,OK,20489026.10236241,61529318.72302738,44915471.700843416,1
1835,OK,0,61529318.72302738,44915471.700843416,1
1836,OK,0,61529318.72302738,44915471.700843416,1
1837,OK,0,61529318.72302738,44915471.700843416,1
1838,OK,0,61529318.72302738,44915471.700843416,1
1839,OK,0,61529318.72302738,44915471.700843416,1
1842,OK,0,61529318.72302738,44915471.700843416,1
1846,OK,0,61529318.72302738,44915471.700843416,1
1847,OK,0,61529318.72302738,44915471.700843416,1
1848,OK,0,61529318.72302738,44915471.700843416,1
1851,OK,0,61529318.72302738,44915471.700843416,1
1852,OK,0,61529318.72302738,44915471.700843416,1
1853,OK,0,61529318.72302738,44915471.700843416,1
1854,OK,0,61529318.72302738,44915471.700843416,1
1855,OK,19321848.79795048,80851167.52097785,44915471.700843416,1
1856,OK,823282.1078947553,81674449.6288726,44915471.700843416,1
1857,OK,0,81674449.6288726,44915471.700843416,1
1858,OK,0,81674449.6288726,44915471.700843416,1
1859,OK,0,81674449.6288726,44915471.700843416,1
1860,OK,0,81674449.6288726,44915471.700843416,1
1861,OK,0,81674449.6288726,44915471.700843416,1
1863,OK,0,81674449.6288726,44915471.700843416,1
1864,OK,0,81674449.6288726,44915471.700843416,1
1865,OK,30933266.41931142,112607716.04818402,44915471.700843416,1
1866,OK,318854.9175320831,112926570.96571611,44915471.700843416,1
1867,OK,3969051.2940167175,116895622.25973283,44915471.700843416,1
1868,OK,0,116895622.25973283,44915471.700843416,1
1869,OK,4326723.359443338,121222345.61917616,44915471.700843416,1
1870,OK,1673032.4232355196,122895378.04241168,44915471.700843416,1
1871,OK,0,122895378.04241168,44915471.700843416,1
1872,OK,838377.0604833806,123733755.10289507,44915471.700843416,1
1873,OK,0,123733755.10289507,44915471.700843416,1
1874,OK,5650.170795697155,123739405.27369076,44915471.700843416,1
1875,OK,0,123739405.27369076,44915471.700843416,1
